Address_A,Port_A,Address_B,Port_B,Total_Packets,Total_Bytes,Packets_Forward,Bytes_Forward,Packets_Backward,Bytes_Backward,Rel_Start,Duration,Bits/s_Forward,Bits/s_Backward
192.168.50.88,48896,8.8.4.4,53,2,236,1,94,1,142,60701.01257,0.003969,0,0
192.168.50.52,53690,224.0.0.252,5355,1,71,1,71,0,0,3864.79932,0,0,0
192.168.50.88,56930,8.8.4.4,53,2,877,1,78,1,799,426236.0876,0.01219,51189.49943,524364.2314
192.168.50.88,46044,8.8.8.8,53,3,959,2,154,1,805,216288.3886,1191977.274,0.001033577,0.005402788
192.168.50.63,58428,192.168.50.88,53,2,491,1,70,1,421,60822.02413,0.022375,25027.93297,150525.1397
192.168.50.18,55568,192.168.50.88,53,10,1220,5,400,5,820,74800.96977,3005873.817,0.001064582,0.002182394
192.168.50.52,53797,192.168.50.88,53,2,431,1,94,1,337,480183.1971,0.025567,29412.91511,105448.4297
192.168.50.88,37708,8.8.4.4,53,2,637,1,70,1,567,370679.9994,0.004837,0,0
192.168.50.88,47045,8.8.4.4,53,2,893,1,86,1,807,423646.9961,0.005012,137270.5496,1288108.53
192.168.50.88,54163,8.8.4.4,53,2,440,1,85,1,355,441555.2748,0.023942,28401.97143,118619.9983
192.168.50.88,39714,8.8.4.4,53,1,89,1,89,0,0,310855.5202,0,0,0
192.168.50.19,55516,192.168.50.88,53,2,422,1,81,1,341,502740.7949,0.049341,13133.09417,55288.7051
fe80::3403:4993:3b2c:2ae9,59369,ff02::1:3,5355,2,168,2,168,0,0,230375.2069,0.103331,13006.74531,0
192.168.50.11,60733,224.0.0.252,5355,1,71,1,71,0,0,514714.4556,0,0,0
192.168.50.88,47175,8.8.4.4,53,1,95,1,95,0,0,75.813301,0,0,0
192.168.50.88,60898,8.8.8.8,53,2,637,1,70,1,567,387755.8518,0.004485,0,0
192.168.50.88,45207,8.8.4.4,53,2,226,1,89,1,137,429836.3879,0.1655,4302.114804,6622.356495
192.168.50.88,55768,8.8.4.4,53,1,70,1,70,0,0,83942.80034,0,0,0
192.168.50.88,40130,8.8.4.4,53,6,1008,3,239,3,769,432726.9971,53022.50702,0.036060158,0.1160262
192.168.50.88,34294,8.8.8.8,53,3,422,2,159,1,263,390814.6336,2800288.383,0.000454239,0.000751351
192.168.50.88,46640,8.8.8.8,53,4,809,2,156,2,653,509804.4885,258859.2103,0.004821154,0.020180854
192.168.50.88,43649,8.8.4.4,53,4,532,2,234,2,298,435914.8198,95386.42876,0.019625433,0.024993073
fe80::2101:7e33:c6a9:362b,50990,ff02::1:3,5355,2,168,2,168,0,0,1601.820818,0.106194,12656.08226,0
192.168.50.88,40252,8.8.8.8,53,2,637,1,70,1,567,398070.9958,0.004613,0,0
192.168.50.16,60374,192.168.50.88,53,2,242,1,79,1,163,573921.4948,0.000191,0,0
192.168.50.88,39753,8.8.8.8,53,3,707,2,140,1,567,123656.8269,916898.1958,0.00122151,0.004947114
192.168.50.88,39080,8.8.4.4,53,2,202,1,84,1,118,372830.3289,0.004017,0,0
192.168.50.63,59547,192.168.50.88,53,2,412,1,83,1,329,522268.4878,0.027593,24064.07424,95386.51115
192.168.50.88,40076,8.8.8.8,53,6,512,5,388,1,124,84509.36737,1059214.023,0.002930475,0.000936543
192.168.50.88,47520,8.8.4.4,53,2,881,1,80,1,801,433758.3104,0.011432,55983.2049,560531.8391
192.168.50.88,43405,8.8.8.8,53,1,59,1,59,0,0,424425.3542,0,0,0
192.168.50.88,48732,8.8.4.4,53,2,637,1,70,1,567,499108.7507,0.004823,0,0
192.168.50.88,36456,8.8.4.4,53,1,78,1,78,0,0,107126.4305,0,0,0
192.168.50.88,37082,8.8.4.4,53,2,637,1,70,1,567,428035.7976,0.00449,0,0
192.168.50.88,54129,8.8.4.4,53,2,263,1,84,1,179,401039.7049,0.011771,57089.45719,121654.9147
192.168.50.88,35360,8.8.4.4,53,1,59,1,59,0,0,491888.643,0,0,0
192.168.50.15,65145,192.168.50.88,53,4,472,2,152,2,320,148490.6239,2474733.189,0.000491366,0.001034455
192.168.50.88,52738,8.8.4.4,53,1,95,1,95,0,0,126533.9132,0,0,0
192.168.50.18,64645,192.168.50.88,53,4,488,2,160,2,328,265372.5547,1862152.882,0.000687376,0.001409122
192.168.50.88,33202,8.8.4.4,53,2,889,1,84,1,805,401869.6141,0.004539,0,0
192.168.50.52,59043,224.0.0.252,5355,1,71,1,71,0,0,466942.1684,0,0,0
192.168.50.88,43995,8.8.8.8,53,2,637,1,70,1,567,387334.6014,0.004655,0,0
192.168.50.88,37856,8.8.4.4,53,4,1152,2,168,2,984,417237.5783,9754.840501,0.137777752,0.806983979
192.168.50.57,64060,192.168.50.88,53,2,502,1,78,1,424,523386.6126,0.012915,48315.91184,262640.3413
fe80::2d09:947f:ae6d:36b0,64592,ff02::1:3,5355,1,91,1,91,0,0,3849.873096,0,0,0
192.168.50.88,49265,8.8.4.4,53,2,202,1,84,1,118,496111.7393,0.003936,0,0
192.168.50.88,45339,8.8.4.4,53,2,637,1,70,1,567,455362.5878,0.005055,110781.4055,897329.3843
192.168.50.88,39508,8.8.8.8,53,2,233,1,88,1,145,60466.41447,0.005145,136831.8755,225461.6131
fe80::d58e:a29a:c48:dd8f,59038,ff02::1:3,5355,2,182,2,182,0,0,97561.8486,2431076.874,0.000598912,0
192.168.50.88,49136,8.8.8.8,53,2,637,1,70,1,567,390995.6107,0.00467,0,0
192.168.50.88,43570,8.8.4.4,53,2,352,1,105,1,247,477558.9504,0.021795,38540.94975,90662.99607
fe80::891f:ff8f:8660:beff,50692,ff02::1:3,5355,1,91,1,91,0,0,260011.7275,0,0,0
192.168.50.88,50683,8.8.4.4,53,1,88,1,88,0,0,45600.76595,0,0,0
192.168.50.18,52686,192.168.50.88,53,4,488,2,160,2,328,513731.2142,2233447.382,0.000573105,0.001174865
192.168.50.88,35639,8.8.4.4,53,1,79,1,79,0,0,213831.1581,0,0,0
192.168.50.18,56414,192.168.50.88,53,4,488,2,160,2,328,448323.6572,1190473.997,0.001075202,0.002204164
fe80::3403:4993:3b2c:2ae9,61254,ff02::1:3,5355,4,336,4,336,0,0,577695.6552,2373176.211,0.001132659,0
192.168.50.52,52852,224.0.0.252,5355,1,71,1,71,0,0,428395.6568,0,0,0
192.168.50.88,45455,8.8.4.4,53,2,144,2,144,0,0,144076.2793,160799.631,0.007164196,0
192.168.50.63,60483,192.168.50.88,53,2,468,1,82,1,386,373564.6837,0.000169,0,0
192.168.50.88,48885,8.8.4.4,53,2,881,1,80,1,801,538404.3513,0.011437,55958.7304,560286.7881
192.168.50.88,49364,8.8.8.8,53,1,70,1,70,0,0,291727.6434,0,0,0
fe80::3403:4993:3b2c:2ae9,59950,ff02::1:3,5355,4,336,4,336,0,0,101030.7519,1091161.431,0.00246343,0
192.168.50.88,52406,8.8.4.4,53,1,70,1,70,0,0,216295.5935,0,0,0
192.168.50.19,62978,224.0.0.252,5355,2,128,2,128,0,0,1547.612538,0.098691,10375.81948,0
192.168.50.88,46945,8.8.4.4,53,2,447,1,87,1,360,61108.34912,0.031885,21828.44598,90324.60406
192.168.50.88,35736,8.8.8.8,53,1,70,1,70,0,0,180200.4117,0,0,0
192.168.50.55,54799,224.0.0.252,5355,2,128,2,128,0,0,965.065969,0.095129,10764.33054,0
192.168.50.15,50948,192.168.50.88,53,8,944,4,304,4,640,363993.9442,1868668.01,0.001301462,0.00273992
192.168.50.88,40745,8.8.8.8,53,5,1363,3,229,2,1134,168959.8701,3068813.495,0.000596973,0.002956191
192.168.50.88,38131,8.8.8.8,53,1,78,1,78,0,0,87561.20289,0,0,0
fe80::d58e:a29a:c48:dd8f,57775,ff02::1:3,5355,2,182,2,182,0,0,354090.8405,2657878.704,0.000547805,0
192.168.50.57,54068,192.168.50.88,53,2,391,1,82,1,309,478749.1603,0.026413,24836.25486,93590.27746
192.168.50.88,43481,8.8.4.4,53,2,188,1,86,1,102,420547.1511,0.004269,0,0
192.168.50.18,58550,192.168.50.88,53,2,244,1,80,1,164,497590.5338,0.000205,0,0
192.168.50.88,48235,8.8.8.8,53,2,352,1,96,1,256,463071.2553,0.020997,36576.65383,97537.74356
192.168.50.16,61428,192.168.50.88,53,2,242,1,79,1,163,486557.5439,0.000255,0,0
192.168.50.57,60224,192.168.50.88,53,2,502,1,78,1,424,516124.7616,0.340831,1830.81938,9952.146373
fe80::3403:4993:3b2c:2ae9,60377,ff02::1:3,5355,4,336,4,336,0,0,59103.15327,1043047.481,0.002577064,0
192.168.50.88,55795,8.8.8.8,53,1,78,1,78,0,0,123654.0266,0,0,0
192.168.50.88,50943,8.8.4.4,53,4,541,2,177,2,364,13528.06183,47492.8565,0.02981501,0.061314484
192.168.50.11,60739,224.0.0.252,5355,1,71,1,71,0,0,400413.5121,0,0,0
192.168.50.88,45779,8.8.4.4,53,2,188,1,86,1,102,447319.8442,0.012206,56365.72158,66852.36745
192.168.50.18,49200,192.168.50.88,53,4,488,2,160,2,328,136484.4126,105606.4138,0.012120476,0.024846976
192.168.50.88,40727,8.8.4.4,53,2,885,1,82,1,803,415431.087,0.004205,0,0
fe80::3403:4993:3b2c:2ae9,62941,ff02::1:3,5355,2,168,2,168,0,0,335393.8363,0.103273,13014.05014,0
192.168.50.88,48011,8.8.8.8,53,1,70,1,70,0,0,73115.19834,0,0,0
192.168.50.14,55865,224.0.0.252,5355,2,128,2,128,0,0,329772.9305,0.104484,9800.543623,0
192.168.50.15,51791,192.168.50.88,53,2,236,1,76,1,160,270076.0188,0.000326,0,0
192.168.50.88,49298,8.8.4.4,53,1,78,1,78,0,0,130628.9519,0,0,0
fe80::785b:9c3b:68b4:aa64,62747,ff02::1:3,5355,1,91,1,91,0,0,472318.9549,0,0,0
192.168.50.54,60554,239.255.255.250,1900,4,860,4,860,0,0,421098.5485,2.999391,2293.798975,0
192.168.50.15,54030,192.168.50.88,53,4,472,2,152,2,320,493744.0269,464695.4418,0.002616768,0.005508985
192.168.50.57,49898,192.168.50.88,53,2,466,1,72,1,394,8263.616857,0.043259,13315.14829,72863.45038
192.168.50.88,47331,8.8.8.8,53,2,408,1,140,1,268,380235.1938,0.012413,90227.98644,172722.1455
192.168.50.88,41357,8.8.4.4,53,4,1274,2,140,2,1134,53152.15662,8256.924919,0.135643719,1.09871412
fe80::3403:4993:3b2c:2ae9,60926,ff02::1:3,5355,4,336,4,336,0,0,2460.953611,2608488.756,0.001030482,0
192.168.50.63,64661,192.168.50.88,53,2,440,1,89,1,351,464091.7592,0.014485,49154.29757,193855.7129
192.168.50.88,46401,8.8.4.4,53,2,202,1,84,1,118,527877.1933,0.003609,0,0
192.168.50.54,50091,239.255.255.250,1900,4,860,4,860,0,0,482658.4784,2.999689,2293.5711,0
192.168.50.88,35940,8.8.4.4,53,1,89,1,89,0,0,327739.9859,0,0,0
192.168.50.18,64651,192.168.50.88,53,6,732,3,240,3,492,533292.3251,2823698.708,0.000679959,0.001393916
192.168.50.88,37770,8.8.8.8,53,4,296,4,296,0,0,51117.38451,10.010789,236.5447918,0
192.168.50.18,59310,192.168.50.88,53,6,732,3,240,3,492,313916.3317,2811521.602,0.000682904,0.001399954
192.168.50.18,60744,192.168.50.88,53,2,244,1,80,1,164,215029.3924,0.000214,0,0
192.168.50.88,59567,8.8.8.8,53,2,328,1,132,1,196,509804.6164,0.014995,70423.47433,104568.1892
192.168.50.15,59482,192.168.50.88,53,2,236,1,76,1,160,547814.4667,0.000243,0,0
192.168.50.88,59379,8.8.4.4,53,2,637,1,70,1,567,60570.33712,0.004811,0,0
192.168.50.15,52503,192.168.50.88,53,6,708,3,228,3,480,448463.4877,2792491.083,0.00065318,0.001375116
192.168.50.19,54828,192.168.50.88,53,2,422,1,81,1,341,492406.3772,0.000162,0,0
192.168.50.88,36389,8.8.4.4,53,3,954,2,168,1,786,124758.6729,1732767.712,0.000775638,0.003628876
192.168.50.63,64420,192.168.50.88,53,2,412,1,83,1,329,509260.8466,0.000388,0,0
192.168.50.63,61131,192.168.50.88,53,2,514,1,87,1,427,413235.0795,0.00029,0,0
fe80::3403:4993:3b2c:2ae9,52242,ff02::1:3,5355,2,168,2,168,0,0,399762.7779,0.105956,12684.51055,0
192.168.50.18,50544,192.168.50.88,53,2,244,1,80,1,164,225589.8458,0.000287,0,0
192.168.50.14,62875,224.0.0.252,5355,2,128,2,128,0,0,577695.6554,0.104196,9827.632547,0
192.168.50.88,45839,8.8.4.4,53,1,90,1,90,0,0,131587.0711,0,0,0
192.168.50.57,62355,192.168.50.88,53,2,466,1,72,1,394,532423.1442,0.031587,18235.34998,99787.88741
192.168.50.88,52660,8.8.4.4,53,2,192,1,88,1,104,480228.0466,0.010778,65318.24088,77194.28468
192.168.50.88,43181,91.189.89.199,123,2,180,1,90,1,90,386961.0833,0.146758,4906.035788,4906.035788
192.168.50.88,37204,8.8.8.8,53,1,89,1,89,0,0,325816.5867,0,0,0
192.168.50.88,34530,8.8.4.4,53,2,300,1,109,1,191,432248.6863,0.00221,0,0
192.168.50.88,47113,8.8.8.8,53,2,290,1,129,1,161,399938.5315,0.011258,91668.14723,114407.5326
192.168.50.11,58007,224.0.0.252,5355,1,71,1,71,0,0,73710.63796,0,0,0
192.168.50.88,34452,8.8.4.4,53,3,262,2,158,1,104,382376.9748,2772833.251,0.000455851,0.000300054
192.168.50.54,64295,224.0.0.252,5355,2,132,2,132,0,0,672.598927,0.108345,9746.642669,0
192.168.50.88,47445,8.8.8.8,53,2,290,1,129,1,161,385561.9729,0.011508,89676.74687,111922.1414
192.168.50.88,38767,8.8.8.8,53,2,887,1,83,1,804,459438.5063,0.011626,57113.36663,553242.7322
192.168.50.19,53005,192.168.50.88,53,2,400,1,76,1,324,517630.4533,0.000268,0,0
192.168.50.18,64304,192.168.50.88,53,6,732,3,240,3,492,106062.7884,2413403.939,0.000795557,0.001630892
192.168.50.88,44140,8.8.8.8,53,2,903,1,91,1,812,458865.0737,0.004285,0,0
192.168.50.88,39563,8.8.4.4,53,2,885,1,82,1,803,401951.1501,0.004575,0,0
192.168.50.18,53401,192.168.50.88,53,4,488,2,160,2,328,467764.6914,2313375.575,0.000553304,0.001134273
192.168.50.61,64811,192.168.50.88,53,2,407,1,82,1,325,536289.4846,0.035187,18643.2489,73890.9255
192.168.50.60,53060,192.168.50.88,53,2,475,1,85,1,390,1679.897099,0.000247,0,0
192.168.50.88,52961,8.8.4.4,53,2,637,1,70,1,567,418108.8983,0.004365,0,0
192.168.50.18,51498,192.168.50.88,53,2,244,1,80,1,164,494050.3576,0.000201,0,0
192.168.50.63,53427,192.168.50.88,53,2,412,1,83,1,329,415735.8586,0.018926,35084.01132,139067.9485
192.168.50.15,62457,192.168.50.88,53,2,236,1,76,1,160,506436.8656,0.000231,0,0
192.168.50.11,60064,224.0.0.252,5355,1,71,1,71,0,0,476913.9487,0,0,0
192.168.50.88,56103,8.8.8.8,53,2,202,1,93,1,109,397890.3884,0.011831,62885.63952,73704.67428
192.168.50.88,47702,8.8.8.8,53,3,696,2,129,1,567,195862.2814,363439.1895,0.00283954,0.012480767
192.168.50.63,59669,192.168.50.88,53,2,409,1,91,1,318,385231.4888,0.000298,0,0
192.168.50.88,48398,8.8.4.4,53,2,637,1,70,1,567,426236.0337,0.004934,0,0
192.168.50.108,47532,192.168.50.88,53,2,136,1,68,1,68,124689.5668,10.000648,54.39647511,54.39647511
192.168.50.88,51587,8.8.8.8,53,2,637,1,70,1,567,381250.7396,0.004535,0,0
192.168.50.11,53524,224.0.0.252,5355,1,71,1,71,0,0,164611.1542,0,0,0
192.168.50.63,54628,192.168.50.88,53,2,377,1,75,1,302,535257.8674,0.000284,0,0
192.168.50.16,58661,192.168.50.88,53,2,242,1,79,1,163,534019.0283,0.000252,0,0
192.168.50.88,60497,8.8.4.4,53,2,369,1,83,1,286,411839.3609,0.004501,0,0
192.168.50.88,53325,8.8.8.8,53,3,245,2,144,1,101,507836.882,328175.3309,0.003510319,0.002462099
192.168.50.18,53784,192.168.50.88,53,10,1220,5,400,5,820,125023.9597,1974659.975,0.001620532,0.003322091
192.168.50.88,41437,8.8.8.8,53,1,59,1,59,0,0,183667.2047,0,0,0
192.168.50.88,37390,8.8.8.8,53,2,408,1,140,1,268,461199.5101,0.011945,93763.08051,179489.3256
192.168.50.88,34471,8.8.8.8,53,8,1659,6,476,2,1183,391482.1174,2150709.299,0.001770579,0.004400409
192.168.50.101,50816,192.168.50.88,53,2,203,1,64,1,139,564070.2807,0.015625,32768,71168
192.168.50.59,52342,224.0.0.252,5355,2,132,2,132,0,0,29061.13029,0.107759,9799.645505,0
192.168.50.18,55416,192.168.50.88,53,2,244,1,80,1,164,90881.96628,0.000253,0,0
fe80::3403:4993:3b2c:2ae9,54810,ff02::1:3,5355,2,168,2,168,0,0,486151.0451,0.098053,13706.87281,0
192.168.50.88,44660,8.8.8.8,53,4,861,2,162,2,699,381530.779,79944.03273,0.016211341,0.069948936
192.168.50.88,37950,8.8.4.4,53,2,891,1,85,1,806,492949.4805,0.012423,54737.181,519037.2693
192.168.50.15,63923,192.168.50.88,53,2,236,1,76,1,160,347761.135,0.000237,0,0
192.168.50.88,46704,8.8.8.8,53,2,637,1,70,1,567,467305.7021,0.006046,92623.22204,750248.0985
192.168.50.88,40578,8.8.4.4,53,1,78,1,78,0,0,237991.8264,0,0,0
192.168.50.18,58047,192.168.50.88,53,8,976,4,320,4,656,182747.2883,2683116.826,0.000954114,0.001955934
192.168.50.88,51483,8.8.4.4,53,2,883,1,81,1,802,489865.104,0.012234,52967.14065,524440.084
192.168.50.57,55126,192.168.50.88,53,2,466,1,72,1,394,27985.43689,0.030699,18762.82615,102674.3542
192.168.50.88,41103,8.8.8.8,53,2,170,1,85,1,85,509840.0052,0.00614,110749.1854,110749.1854
192.168.50.88,42664,8.8.4.4,53,1,89,1,89,0,0,384182.288,0,0,0
192.168.50.54,51548,239.255.255.250,1900,4,860,4,860,0,0,381978.2051,2.99762,2295.154156,0
192.168.50.88,40867,8.8.8.8,53,8,730,6,481,2,249,420737.6363,1347702.55,0.002855229,0.001478071
192.168.50.50,57991,192.168.50.88,53,4,789,2,178,2,611,418120.7772,0.000725,0,0
192.168.50.88,55211,8.8.4.4,53,2,188,1,86,1,102,519121.4642,0.012513,54982.81789,65212.17936
192.168.50.88,52443,8.8.8.8,53,2,903,1,91,1,812,1047.018385,0.004274,0,0
192.168.50.57,52347,224.0.0.252,5355,2,128,2,128,0,0,4748.059518,0.099752,10265.45834,0
192.168.50.88,33107,8.8.4.4,53,2,159,2,159,0,0,35274.73053,424122.9604,0.00299913,0
192.168.50.18,55372,192.168.50.88,53,4,488,2,160,2,328,299815.1275,629200.746,0.002034327,0.00417037
192.168.50.88,45369,8.8.8.8,53,2,242,1,105,1,137,398814.469,0.011041,76080.06548,99266.37115
192.168.50.19,63863,224.0.0.252,5355,2,128,2,128,0,0,3065.559735,0.104154,9831.595522,0
192.168.50.15,52893,192.168.50.88,53,6,708,3,228,3,480,197220.7162,2663547.303,0.000684801,0.001441686
192.168.50.18,51965,192.168.50.88,53,4,488,2,160,2,328,250011.1559,2769220.622,0.000462224,0.000947559
192.168.50.15,57836,192.168.50.88,53,4,472,2,152,2,320,293330.9643,1693864.972,0.000717885,0.001511337
fe80::785b:9c3b:68b4:aa64,52259,ff02::1:3,5355,1,91,1,91,0,0,403292.1419,0,0,0
192.168.50.15,62126,192.168.50.88,53,8,944,4,304,4,640,85415.90747,1351426.918,0.001799579,0.003788588
192.168.50.88,59429,8.8.4.4,53,2,637,1,70,1,567,59964.31061,0.004454,0,0
192.168.50.18,64223,192.168.50.88,53,2,244,1,80,1,164,496510.4314,0.000234,0,0
192.168.50.88,45501,8.8.4.4,53,2,637,1,70,1,567,53150.99147,0.005185,108003.8572,874831.2437
192.168.50.88,59072,8.8.4.4,53,2,322,1,111,1,211,426992.42,0.211299,4202.575497,7988.679548
192.168.50.88,60970,8.8.4.4,53,4,296,4,296,0,0,228603.6203,10.008142,236.6073543,0
192.168.50.54,64711,224.0.0.252,5355,2,140,2,140,0,0,61423.88856,0.101421,11043.07786,0
fe80::3403:4993:3b2c:2ae9,58538,ff02::1:3,5355,2,168,2,168,0,0,321090.1438,0.109096,12319.4251,0
192.168.50.18,54691,192.168.50.88,53,2,244,1,80,1,164,432542.5231,0.000244,0,0
192.168.50.18,53691,192.168.50.88,53,2,244,1,80,1,164,539412.758,0.000228,0,0
192.168.50.88,36983,8.8.8.8,53,1,88,1,88,0,0,131587.0716,0,0,0
192.168.50.88,56612,8.8.4.4,53,2,883,1,81,1,802,412153.2786,0.004549,0,0
192.168.50.88,57803,8.8.4.4,53,2,637,1,70,1,567,524253.6782,0.004856,0,0
192.168.50.88,39543,8.8.4.4,53,2,288,1,103,1,185,445225.0402,0.108404,7601.195528,13652.63274
192.168.50.88,35210,8.8.8.8,53,2,637,1,70,1,567,388449.5174,0.004547,0,0
192.168.50.88,40326,8.8.8.8,53,1,59,1,59,0,0,219322.8654,0,0,0
192.168.50.16,58006,192.168.50.88,53,6,726,3,237,3,489,398355.4788,1773298.251,0.001069194,0.002206059
192.168.50.16,50241,192.168.50.88,53,2,242,1,79,1,163,553759.7914,0.000247,0,0
192.168.50.88,44834,8.8.4.4,53,5,1236,3,247,2,989,374598.0745,2493695.845,0.000792398,0.003172801
192.168.50.15,59015,192.168.50.88,53,2,236,1,76,1,160,81815.8856,0.000296,0,0
192.168.50.16,50034,192.168.50.88,53,2,242,1,79,1,163,332413.4006,0.0002,0,0
192.168.50.16,58864,192.168.50.88,53,2,242,1,79,1,163,219010.067,0.000285,0,0
192.168.50.54,59707,192.168.50.88,53,2,440,1,89,1,351,436491.2678,0.013816,51534.45273,203242.617
192.168.50.15,63491,192.168.50.88,53,6,708,3,228,3,480,579679.0033,2450914.123,0.000744212,0.001566762
192.168.50.16,61275,192.168.50.88,53,2,242,1,79,1,163,328633.3789,0.000242,0,0
192.168.50.88,38003,8.8.4.4,53,2,233,1,92,1,141,444558.4893,0.01231,59788.7895,91632.8187
192.168.50.18,52133,192.168.50.88,53,2,244,1,80,1,164,315596.4173,0.000211,0,0
192.168.50.18,57510,224.0.0.252,5355,1,71,1,71,0,0,424298.7421,0,0,0
192.168.50.88,34045,8.8.8.8,53,2,637,1,70,1,567,460633.4597,0.004732,0,0
192.168.50.88,34769,8.8.4.4,53,2,216,1,100,1,116,446052.3437,0.02682,29828.48624,34601.04404
192.168.50.16,64039,192.168.50.88,53,2,242,1,79,1,163,255131.8825,0.000201,0,0
192.168.50.59,65192,192.168.50.88,53,2,625,1,94,1,531,491040.0039,0.055812,13473.80492,76112.66394
192.168.50.52,51106,192.168.50.88,53,2,431,1,94,1,337,438431.5145,0.012417,60562.13246,217121.6877
192.168.50.88,50833,8.8.8.8,53,1,59,1,59,0,0,210951.7683,0,0,0
192.168.50.88,33922,8.8.4.4,53,2,148,2,148,0,0,239001.8807,149376.0474,0.007926304,0
192.168.50.88,34983,8.8.4.4,53,4,829,2,158,2,671,408238.689,16382.20846,0.077156874,0.327672549
192.168.50.18,52722,224.0.0.252,5355,2,142,2,142,0,0,110163.4667,0.104911,10828.22583,0
192.168.50.57,51159,192.168.50.88,53,2,381,1,77,1,304,478428.4106,0.025112,24530.10518,96846.12955
fe80::3403:4993:3b2c:2ae9,63392,ff02::1:3,5355,2,168,2,168,0,0,447116.4776,0.11384,11806.04358,0
192.168.50.88,36233,8.8.4.4,53,2,218,1,93,1,125,478874.2135,0.020394,36481.31805,49034.02964
192.168.50.88,48848,8.8.4.4,53,1,59,1,59,0,0,303034.0388,0,0,0
192.168.50.54,51234,239.255.255.250,1900,4,860,4,860,0,0,496458.3355,2.998466,2294.506591,0
192.168.50.18,54949,192.168.50.88,53,4,488,2,160,2,328,337197.572,2828082.426,0.000452603,0.000927837
192.168.50.88,49856,8.8.8.8,53,2,637,1,70,1,567,470341.1822,0.005476,102264.4273,828341.8611
192.168.50.88,40892,8.8.4.4,53,2,883,1,81,1,802,434865.8068,0.004592,0,0
192.168.50.18,51658,224.0.0.252,5355,2,142,2,142,0,0,569215.9402,0.103954,10927.91043,0
192.168.50.88,37163,8.8.4.4,53,2,270,1,87,1,183,444804.7358,0.004194,0,0
192.168.50.88,46098,8.8.4.4,53,1,89,1,89,0,0,417784.8559,0,0,0
192.168.50.88,40317,8.8.4.4,53,4,296,4,296,0,0,291271.1442,10.010721,236.5463986,0
192.168.50.88,36070,8.8.4.4,53,2,399,1,99,1,300,57734.7533,0.197918,4001.657252,12126.2341
fe80::d58e:a29a:c48:dd8f,49232,ff02::1:3,5355,2,182,2,182,0,0,408096.9923,1264562.916,0.001151386,0
192.168.50.88,38011,8.8.4.4,53,2,637,1,70,1,567,484702.916,0.004731,0,0
192.168.50.15,57970,192.168.50.88,53,4,472,2,152,2,320,495394.0355,8971.896741,0.135534328,0.285335428
192.168.50.88,38349,8.8.4.4,53,2,369,1,83,1,286,413639.3539,0.012652,52481.82104,180840.9737
192.168.50.88,54526,8.8.4.4,53,4,296,4,296,0,0,404016.6205,10.010614,236.548927,0
192.168.50.88,41354,8.8.8.8,53,1,75,1,75,0,0,305915.066,0,0,0
192.168.50.18,60473,192.168.50.88,53,4,488,2,160,2,328,137384.4659,1139171.633,0.001123623,0.002303428
192.168.50.88,50144,8.8.4.4,53,1,59,1,59,0,0,388386.4744,0,0,0
192.168.50.88,60108,8.8.8.8,53,3,967,2,162,1,805,391577.4493,1204833.795,0.001075667,0.005345136
192.168.50.88,36676,8.8.8.8,53,3,305,2,181,1,124,386887.2407,247040.1536,0.005861395,0.004015542
192.168.50.88,59896,8.8.4.4,53,1,70,1,70,0,0,41787.64349,0,0,0
192.168.50.54,59308,239.255.255.250,1900,4,860,4,860,0,0,444138.566,2.998308,2294.627503,0
192.168.50.15,49420,192.168.50.88,53,8,944,4,304,4,640,452335.0723,2179620.794,0.00111579,0.002349032
192.168.50.18,57255,224.0.0.252,5355,2,142,2,142,0,0,423398.5955,0.104176,10904.62295,0
192.168.50.88,55609,8.8.4.4,53,5,931,3,240,2,691,132437.7827,2806584.004,0.000684106,0.001969654
192.168.50.57,56152,192.168.50.88,53,2,473,1,83,1,390,494627.7951,0.324791,2044.391624,9606.177511
192.168.50.88,42778,8.8.4.4,53,3,961,2,159,1,802,212684.7925,3265635.449,0.000389511,0.001964702
192.168.50.88,39193,8.8.4.4,53,2,129,2,129,0,0,184999.2298,206245.4132,0.005003748,0
192.168.50.57,50733,192.168.50.88,53,2,473,1,83,1,390,516224.7069,0.22133,3000.045181,14096.59784
192.168.50.15,49204,192.168.50.88,53,4,472,2,152,2,320,508027.25,2895634.103,0.000419943,0.00088409
192.168.50.88,33057,8.8.8.8,53,3,726,2,159,1,567,126025.3763,1564257.776,0.000813165,0.002899778
192.168.50.18,60760,192.168.50.88,53,6,732,3,240,3,492,452163.9307,2398519.732,0.000800494,0.001641012
192.168.50.63,54717,192.168.50.88,53,2,417,1,75,1,342,61298.43181,0.060626,9896.743971,45129.15251
192.168.50.88,54631,8.8.4.4,53,2,881,1,80,1,801,432576.8332,0.004542,0,0
192.168.50.16,62546,192.168.50.88,53,2,242,1,79,1,163,459677.3913,0.000221,0,0
192.168.50.88,56950,8.8.8.8,53,4,1163,2,173,2,990,381530.8033,87050.78746,0.015898765,0.090981371
fe80::891f:ff8f:8660:beff,50848,ff02::1:3,5355,4,350,4,350,0,0,255511.7018,2959366.349,0.000946148,0
192.168.50.18,65388,192.168.50.88,53,4,488,2,160,2,328,247431.0933,967141.3176,0.001323488,0.002713151
192.168.50.88,52682,8.8.4.4,53,2,277,1,103,1,174,502452.8352,0.156909,5251.451478,8871.38405
192.168.50.19,56967,192.168.50.88,53,2,422,1,81,1,341,417615.3797,0.000433,0,0
